Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AccountSystem01-02-03-04,Chrome 72.0.3626.119,,2019-03-01 11:48:30,2019-03-01 11:49:42,1m - 12.152s,PASSED
,,,,,,
Test Cases/AccountSystem/AccountSystem-01,Chrome 72.0.3626.119,,2019-03-01 11:48:31,2019-03-01 11:48:54,23.151s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-01 11:48:32,2019-03-01 11:48:38,6.544s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-03-01 11:48:38,2019-03-01 11:48:40,1.312s,PASSED
"setText(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-03-01 11:48:40,2019-03-01 11:48:40,0.301s,PASSED
"setEncryptedText(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 11:48:40,2019-03-01 11:48:40,0.356s,PASSED
"click(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-03-01 11:48:40,2019-03-01 11:48:42,1.647s,PASSED
"click(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/a_H Thng Ti Khon""))",Chrome 72.0.3626.119,,2019-03-01 11:48:42,2019-03-01 11:48:43,0.766s,PASSED
"click(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/button_To Ti Khon""))",Chrome 72.0.3626.119,,2019-03-01 11:48:43,2019-03-01 11:48:43,0.512s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 11:48:43,2019-03-01 11:48:44,1.082s,PASSED
"click(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/span_--Chn quyn ti khon--""))",Chrome 72.0.3626.119,,2019-03-01 11:48:44,2019-03-01 11:48:44,0.222s,PASSED
"setText(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/input_ng_select2-search__field""), ""Admin"")",Chrome 72.0.3626.119,,2019-03-01 11:48:44,2019-03-01 11:48:45,0.429s,PASSED
"sendKeys(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/input_ng_select2-search__field""), Keys.chord(ENTER))",Chrome 72.0.3626.119,,2019-03-01 11:48:45,2019-03-01 11:48:45,0.125s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 11:48:45,2019-03-01 11:48:46,1.058s,PASSED
"setText(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/input_Tn ng Nhp_accNameCreate""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 11:48:46,2019-03-01 11:48:46,0.379s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 11:48:46,2019-03-01 11:48:47,1.063s,PASSED
"setEncryptedText(findTestObject(""Object Repository/AccountSystem/AccountSystem-01/Page_ODTS System/input_Mt Khu_accPassCreate""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 11:48:47,2019-03-01 11:48:48,0.312s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 11:48:48,2019-03-01 11:48:49,1.101s,PASSED
CDATE = SimpleDateFormat(HH:mm dd/MM/yyyy).format(getInstance().getTime()),Chrome 72.0.3626.119,,2019-03-01 11:48:49,2019-03-01 11:48:49,0.093s,PASSED
