Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ITSupporter01-02-03-04,Chrome 72.0.3626.121,,2019-03-25 09:29:04,2019-03-25 09:30:57,1m - 53.042s,FAILED
,,,,,,
Test Cases/ITSupporter/ITSupporter-01,Chrome 72.0.3626.121,,2019-03-25 09:29:04,2019-03-25 09:29:30,25.509s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-25 09:29:05,2019-03-25 09:29:10,5.247s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.121,,2019-03-25 09:29:10,2019-03-25 09:29:11,1.362s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.121,,2019-03-25 09:29:11,2019-03-25 09:29:12,0.263s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.121,,2019-03-25 09:29:12,2019-03-25 09:29:12,0.278s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.121,,2019-03-25 09:29:12,2019-03-25 09:29:12,0.142s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/a_Nhn Vin K Thut""))",Chrome 72.0.3626.121,,2019-03-25 09:29:12,2019-03-25 09:29:14,1.949s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:29:14,2019-03-25 09:29:15,1.047s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_To Nhn Vin""))",Chrome 72.0.3626.121,,2019-03-25 09:29:15,2019-03-25 09:29:15,0.175s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:29:15,2019-03-25 09:29:16,1.027s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Tn ng Nhp_userNameC""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 09:29:16,2019-03-25 09:29:16,0.201s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:29:16,2019-03-25 09:29:17,1.033s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Mt Khu_passC""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.121,,2019-03-25 09:29:17,2019-03-25 09:29:18,0.147s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:29:18,2019-03-25 09:29:19,1.025s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_H V Tn_nameC""), ""nva"")",Chrome 72.0.3626.121,,2019-03-25 09:29:19,2019-03-25 09:29:19,0.147s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:29:19,2019-03-25 09:29:20,1.037s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_S in Thoi_phoneC""), ""1234567890"")",Chrome 72.0.3626.121,,2019-03-25 09:29:20,2019-03-25 09:29:20,0.217s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:29:20,2019-03-25 09:29:21,1.019s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Email_emailC""), ""anh.nguyen@wisky.vn"")",Chrome 72.0.3626.121,,2019-03-25 09:29:21,2019-03-25 09:29:21,0.230s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:29:21,2019-03-25 09:29:22,1.041s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_a Ch Thng Tr_addressC""), ""Q12"")",Chrome 72.0.3626.121,,2019-03-25 09:29:22,2019-03-25 09:29:23,0.165s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:29:23,2019-03-25 09:29:24,1.036s,PASSED
CDATE = SimpleDateFormat(HH:mm dd/MM/yyyy).format(getInstance().getTime()),Chrome 72.0.3626.121,,2019-03-25 09:29:24,2019-03-25 09:29:24,0.042s,PASSED
writer = null,Chrome 72.0.3626.121,,2019-03-25 09:29:24,2019-03-25 09:29:24,0.009s,PASSED
writer2 = null,Chrome 72.0.3626.121,,2019-03-25 09:29:24,2019-03-25 09:29:24,0.012s,PASSED
try,Chrome 72.0.3626.121,,2019-03-25 09:29:24,2019-03-25 09:29:24,0.026s,PASSED
