Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ITSupporter01-02-03-04,Chrome 72.0.3626.119,,2019-03-01 10:58:54,2019-03-01 11:00:46,1m - 52.357s,PASSED
,,,,,,
Test Cases/ITSupporter/ITSupporter-01,Chrome 72.0.3626.119,,2019-03-01 10:58:55,2019-03-01 10:59:34,38.898s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-01 10:58:56,2019-03-01 10:59:03,6.918s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-03-01 10:59:03,2019-03-01 10:59:05,2.379s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-03-01 10:59:05,2019-03-01 10:59:06,0.479s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 10:59:06,2019-03-01 10:59:07,0.875s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-03-01 10:59:07,2019-03-01 10:59:07,0.273s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/a_Nhn Vin K Thut""))",Chrome 72.0.3626.119,,2019-03-01 10:59:07,2019-03-01 10:59:11,3.936s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:11,2019-03-01 10:59:12,1.190s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_To Nhn Vin""))",Chrome 72.0.3626.119,,2019-03-01 10:59:12,2019-03-01 10:59:14,1.561s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:14,2019-03-01 10:59:15,1.062s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Tn ng Nhp_userNameC""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 10:59:15,2019-03-01 10:59:15,0.309s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:15,2019-03-01 10:59:16,1.075s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Mt Khu_passC""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 10:59:16,2019-03-01 10:59:16,0.191s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:16,2019-03-01 10:59:17,1.038s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_H V Tn_nameC""), ""nva"")",Chrome 72.0.3626.119,,2019-03-01 10:59:17,2019-03-01 10:59:18,0.250s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:18,2019-03-01 10:59:19,1.053s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_S in Thoi_phoneC""), ""1234567890"")",Chrome 72.0.3626.119,,2019-03-01 10:59:19,2019-03-01 10:59:19,0.598s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:19,2019-03-01 10:59:20,1.153s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Email_emailC""), ""anh.nguyen@wisky.vn"")",Chrome 72.0.3626.119,,2019-03-01 10:59:20,2019-03-01 10:59:22,1.228s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:22,2019-03-01 10:59:23,1.137s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_a Ch Thng Tr_addressC""), ""Q12"")",Chrome 72.0.3626.119,,2019-03-01 10:59:23,2019-03-01 10:59:23,0.512s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:23,2019-03-01 10:59:24,1.092s,PASSED
CDATE = SimpleDateFormat(HH:mm dd/MM/yyyy).format(getInstance().getTime()),Chrome 72.0.3626.119,,2019-03-01 10:59:24,2019-03-01 10:59:24,0.065s,PASSED
writer = null,Chrome 72.0.3626.119,,2019-03-01 10:59:24,2019-03-01 10:59:24,0.000s,PASSED
writer2 = null,Chrome 72.0.3626.119,,2019-03-01 10:59:24,2019-03-01 10:59:24,0.001s,PASSED
try,Chrome 72.0.3626.119,,2019-03-01 10:59:24,2019-03-01 10:59:25,0.058s,PASSED
Finally,Chrome 72.0.3626.119,,2019-03-01 10:59:25,2019-03-01 10:59:25,0.143s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_To Mi""))",Chrome 72.0.3626.119,,2019-03-01 10:59:25,2019-03-01 10:59:26,0.837s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:26,2019-03-01 10:59:27,1.169s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_OK""))",Chrome 72.0.3626.119,,2019-03-01 10:59:27,2019-03-01 10:59:27,0.100s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 10:59:27,2019-03-01 10:59:28,1.016s,PASSED
