Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TypeOfService01-02-03-04,Chrome 72.0.3626.119,,2019-03-01 15:22:21,2019-03-01 15:24:13,1m - 51.712s,PASSED
,,,,,,
Test Cases/TypeOfService/Type of service-01,Chrome 72.0.3626.119,,2019-03-01 15:22:23,2019-03-01 15:22:48,25.659s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-01 15:22:24,2019-03-01 15:22:32,7.263s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-03-01 15:22:32,2019-03-01 15:22:34,2.324s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-03-01 15:22:34,2019-03-01 15:22:34,0.526s,PASSED
"setEncryptedText(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 15:22:34,2019-03-01 15:22:35,0.512s,PASSED
"click(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-03-01 15:22:35,2019-03-01 15:22:35,0.232s,PASSED
"click(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/a_Loi Dch V""))",Chrome 72.0.3626.119,,2019-03-01 15:22:35,2019-03-01 15:22:38,2.628s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:22:38,2019-03-01 15:22:39,1.105s,PASSED
"click(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/button_To Loi Dch V""))",Chrome 72.0.3626.119,,2019-03-01 15:22:39,2019-03-01 15:22:39,0.401s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:22:39,2019-03-01 15:22:40,1.041s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/input_Tn Dch V_stsNameCreate""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:22:40,2019-03-01 15:22:41,0.665s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:22:41,2019-03-01 15:22:42,1.103s,PASSED
