Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TypeOfDevice01-02-03-04,Chrome 73.0.3683.86,,2019-04-03 16:36:44,2019-04-03 16:37:51,1m - 7.622s,PASSED
,,,,,,
Test Cases/TypeOfDevice/Type of device-01,Chrome 73.0.3683.86,,2019-04-03 16:36:45,2019-04-03 16:37:08,23.829s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-03 16:36:45,2019-04-03 16:36:52,6.426s,PASSED
navigateToUrl(url),Chrome 73.0.3683.86,,2019-04-03 16:36:52,2019-04-03 16:36:53,1.486s,PASSED
"setText(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 73.0.3683.86,,2019-04-03 16:36:53,2019-04-03 16:36:54,0.275s,PASSED
"setEncryptedText(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 73.0.3683.86,,2019-04-03 16:36:54,2019-04-03 16:36:54,0.354s,PASSED
"click(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/button_ng Nhp""))",Chrome 73.0.3683.86,,2019-04-03 16:36:54,2019-04-03 16:36:54,0.195s,PASSED
"click(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/a_Loi Thit B""))",Chrome 73.0.3683.86,,2019-04-03 16:36:54,2019-04-03 16:36:57,3.092s,PASSED
waitForAlert(1),Chrome 73.0.3683.86,,2019-04-03 16:36:57,2019-04-03 16:36:59,1.414s,PASSED
"click(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/font_To Loi Thit B""))",Chrome 73.0.3683.86,,2019-04-03 16:36:59,2019-04-03 16:36:59,0.221s,PASSED
waitForAlert(1),Chrome 73.0.3683.86,,2019-04-03 16:36:59,2019-04-03 16:37:00,1.025s,PASSED
"setText(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/input_Tn Loi Thit B_dtNameCrea""), ""anhtest"")",Chrome 73.0.3683.86,,2019-04-03 16:37:00,2019-04-03 16:37:00,0.231s,PASSED
waitForAlert(1),Chrome 73.0.3683.86,,2019-04-03 16:37:00,2019-04-03 16:37:01,1.054s,PASSED
"click(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/span_--Chn Loi Dch V--""))",Chrome 73.0.3683.86,,2019-04-03 16:37:01,2019-04-03 16:37:01,0.225s,PASSED
"setText(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/input_ng_select2-search__field""), ""CAMERA"")",Chrome 73.0.3683.86,,2019-04-03 16:37:01,2019-04-03 16:37:02,0.322s,PASSED
"sendKeys(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/input_ng_select2-search__field""), Keys.chord(ENTER))",Chrome 73.0.3683.86,,2019-04-03 16:37:02,2019-04-03 16:37:02,0.098s,PASSED
waitForAlert(1),Chrome 73.0.3683.86,,2019-04-03 16:37:02,2019-04-03 16:37:03,1.026s,PASSED
