Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Company14-15-16-17,Chrome 73.0.3683.86,,2019-04-03 16:16:11,2019-04-03 16:17:45,1m - 33.464s,PASSED
,,,,,,
Test Cases/Company/Company-14,Chrome 73.0.3683.86,,2019-04-03 16:16:12,2019-04-03 16:16:31,19.216s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-03 16:16:12,2019-04-03 16:16:16,4.025s,PASSED
navigateToUrl(url),Chrome 73.0.3683.86,,2019-04-03 16:16:16,2019-04-03 16:16:18,1.712s,PASSED
"setText(findTestObject(""Company/Company-14/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 73.0.3683.86,,2019-04-03 16:16:18,2019-04-03 16:16:18,0.260s,PASSED
"setEncryptedText(findTestObject(""Company/Company-14/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 73.0.3683.86,,2019-04-03 16:16:18,2019-04-03 16:16:18,0.300s,PASSED
"click(findTestObject(""Company/Company-14/Page_ODTS System/button_ng Nhp""))",Chrome 73.0.3683.86,,2019-04-03 16:16:18,2019-04-03 16:16:19,0.160s,PASSED
"click(findTestObject(""Company/Company-14/Page_ODTS System/a_Cng Ty""))",Chrome 73.0.3683.86,,2019-04-03 16:16:19,2019-04-03 16:16:22,2.993s,PASSED
"click(findTestObject(""Company/Company-14/Page_ODTS System/a_Xem Hp ng""))",Chrome 73.0.3683.86,,2019-04-03 16:16:22,2019-04-03 16:16:23,1.173s,PASSED
waitForAlert(1),Chrome 73.0.3683.86,,2019-04-03 16:16:23,2019-04-03 16:16:24,1.070s,PASSED
"click(findTestObject(""Company/Company-14/Page_ODTS System/button_To Hp ng""))",Chrome 73.0.3683.86,,2019-04-03 16:16:24,2019-04-03 16:16:24,0.149s,PASSED
waitForAlert(1),Chrome 73.0.3683.86,,2019-04-03 16:16:24,2019-04-03 16:16:25,1.022s,PASSED
"setText(findTestObject(""Company/Company-14/Page_ODTS System/input_M T Hp ng_conNameCreate""), ""anhtest"")",Chrome 73.0.3683.86,,2019-04-03 16:16:25,2019-04-03 16:16:25,0.208s,PASSED
