Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ITSupporter01-02-03-04,Chrome 72.0.3626.119,,2019-03-01 15:49:17,2019-03-01 15:50:49,1m - 31.974s,FAILED
,,,,,,
Test Cases/ITSupporter/ITSupporter-01,Chrome 72.0.3626.119,,2019-03-01 15:49:17,2019-03-01 15:49:44,26.660s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-01 15:49:18,2019-03-01 15:49:22,4.543s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-03-01 15:49:22,2019-03-01 15:49:25,2.861s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-03-01 15:49:25,2019-03-01 15:49:26,0.293s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 15:49:26,2019-03-01 15:49:26,0.269s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-03-01 15:49:26,2019-03-01 15:49:26,0.142s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/a_Nhn Vin K Thut""))",Chrome 72.0.3626.119,,2019-03-01 15:49:26,2019-03-01 15:49:28,1.786s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:28,2019-03-01 15:49:29,1.216s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_To Nhn Vin""))",Chrome 72.0.3626.119,,2019-03-01 15:49:29,2019-03-01 15:49:29,0.172s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:29,2019-03-01 15:49:30,1.029s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Tn ng Nhp_userNameC""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:49:30,2019-03-01 15:49:30,0.190s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:30,2019-03-01 15:49:31,1.057s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Mt Khu_passC""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 15:49:31,2019-03-01 15:49:32,0.160s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:32,2019-03-01 15:49:33,1.013s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_H V Tn_nameC""), ""nva"")",Chrome 72.0.3626.119,,2019-03-01 15:49:33,2019-03-01 15:49:33,0.141s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:33,2019-03-01 15:49:34,1.017s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_S in Thoi_phoneC""), ""1234567890"")",Chrome 72.0.3626.119,,2019-03-01 15:49:34,2019-03-01 15:49:34,0.194s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:34,2019-03-01 15:49:35,1.019s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Email_emailC""), ""anh.nguyen@wisky.vn"")",Chrome 72.0.3626.119,,2019-03-01 15:49:35,2019-03-01 15:49:35,0.253s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:35,2019-03-01 15:49:36,1.014s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_a Ch Thng Tr_addressC""), ""Q12"")",Chrome 72.0.3626.119,,2019-03-01 15:49:36,2019-03-01 15:49:36,0.133s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:36,2019-03-01 15:49:37,1.023s,PASSED
CDATE = SimpleDateFormat(HH:mm dd/MM/yyyy).format(getInstance().getTime()),Chrome 72.0.3626.119,,2019-03-01 15:49:37,2019-03-01 15:49:37,0.064s,PASSED
writer = null,Chrome 72.0.3626.119,,2019-03-01 15:49:37,2019-03-01 15:49:37,0.001s,PASSED
writer2 = null,Chrome 72.0.3626.119,,2019-03-01 15:49:37,2019-03-01 15:49:37,0.001s,PASSED
try,Chrome 72.0.3626.119,,2019-03-01 15:49:37,2019-03-01 15:49:37,0.036s,PASSED
Finally,Chrome 72.0.3626.119,,2019-03-01 15:49:37,2019-03-01 15:49:38,0.037s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_To Mi""))",Chrome 72.0.3626.119,,2019-03-01 15:49:38,2019-03-01 15:49:38,0.144s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:38,2019-03-01 15:49:39,1.106s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_OK""))",Chrome 72.0.3626.119,,2019-03-01 15:49:39,2019-03-01 15:49:39,0.130s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:39,2019-03-01 15:49:40,1.028s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/fieldSearch""))",Chrome 72.0.3626.119,,2019-03-01 15:49:40,2019-03-01 15:49:40,0.099s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input""), ""nva anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:49:40,2019-03-01 15:49:40,0.266s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/td_nva""), ""nva"")",Chrome 72.0.3626.119,,2019-03-01 15:49:40,2019-03-01 15:49:40,0.092s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/td_anhtest""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:49:40,2019-03-01 15:49:40,0.051s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/td_1234567890""), ""1234567890"")",Chrome 72.0.3626.119,,2019-03-01 15:49:40,2019-03-01 15:49:40,0.058s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/td_Online""), ""Online"")",Chrome 72.0.3626.119,,2019-03-01 15:49:40,2019-03-01 15:49:41,0.057s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:41,2019-03-01 15:49:42,1.012s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/a_H Thng Ti Khon""))",Chrome 72.0.3626.119,,2019-03-01 15:49:42,2019-03-01 15:49:42,0.303s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/fieldSearch2""))",Chrome 72.0.3626.119,,2019-03-01 15:49:42,2019-03-01 15:49:42,0.615s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input2""), ""itsupporter anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:49:42,2019-03-01 15:49:43,0.356s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/role""), ""ITSupporter"")",Chrome 72.0.3626.119,,2019-03-01 15:49:43,2019-03-01 15:49:43,0.105s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/name""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:49:43,2019-03-01 15:49:43,0.055s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/creDate""), CDATE)",Chrome 72.0.3626.119,,2019-03-01 15:49:43,2019-03-01 15:49:43,0.053s,PASSED
closeBrowser(),Chrome 72.0.3626.119,,2019-03-01 15:49:43,2019-03-01 15:49:44,0.733s,PASSED
,,,,,,
Test Cases/ITSupporter/ITSupporter-02,Chrome 72.0.3626.119,,2019-03-01 15:49:44,2019-03-01 15:50:04,19.921s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-01 15:49:44,2019-03-01 15:49:47,2.507s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-03-01 15:49:47,2019-03-01 15:49:53,6.391s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-03-01 15:49:53,2019-03-01 15:49:53,0.160s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 15:49:53,2019-03-01 15:49:53,0.160s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-03-01 15:49:53,2019-03-01 15:49:54,0.112s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/a_Nhn Vin K Thut""))",Chrome 72.0.3626.119,,2019-03-01 15:49:54,2019-03-01 15:49:56,2.719s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/fieldSearch""))",Chrome 72.0.3626.119,,2019-03-01 15:49:56,2019-03-01 15:49:57,0.715s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/input""), ""nva anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:49:57,2019-03-01 15:49:57,0.269s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/button_Online_btn btn-info fa""))",Chrome 72.0.3626.119,,2019-03-01 15:49:57,2019-03-01 15:49:57,0.140s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:57,2019-03-01 15:49:58,1.012s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/p_nva""), ""nva"")",Chrome 72.0.3626.119,,2019-03-01 15:49:58,2019-03-01 15:49:59,0.061s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/p_1234567890""), ""1234567890"")",Chrome 72.0.3626.119,,2019-03-01 15:49:59,2019-03-01 15:49:59,0.061s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/p_anhtest""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:49:59,2019-03-01 15:49:59,0.054s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/p_anh.nguyenwisky.vn""), ""anh.nguyen@wisky.vn"")",Chrome 72.0.3626.119,,2019-03-01 15:49:59,2019-03-01 15:49:59,0.049s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/p_Q12""), ""Q12"")",Chrome 72.0.3626.119,,2019-03-01 15:49:59,2019-03-01 15:49:59,0.044s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/kinhnghiem""), """")",Chrome 72.0.3626.119,,2019-03-01 15:49:59,2019-03-01 15:49:59,0.048s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/button_ng""))",Chrome 72.0.3626.119,,2019-03-01 15:49:59,2019-03-01 15:49:59,0.108s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:49:59,2019-03-01 15:50:00,1.020s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/a_H Thng Ti Khon""))",Chrome 72.0.3626.119,,2019-03-01 15:50:00,2019-03-01 15:50:00,0.380s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/fieldSearch2""))",Chrome 72.0.3626.119,,2019-03-01 15:50:00,2019-03-01 15:50:01,0.702s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/input""), ""itsupporter anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:50:01,2019-03-01 15:50:01,0.408s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/button_anhtest_btn btn-info fa""))",Chrome 72.0.3626.119,,2019-03-01 15:50:01,2019-03-01 15:50:02,0.159s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:50:02,2019-03-01 15:50:03,1.030s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/p_ITSupporter""), ""ITSupporter"")",Chrome 72.0.3626.119,,2019-03-01 15:50:03,2019-03-01 15:50:03,0.051s,PASSED
"verifyElementText(findTestObject(""Object Repository/ITSupporter/ITSupporter-02/Page_ODTS System/p_anhtest_1""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:50:03,2019-03-01 15:50:03,0.094s,PASSED
CDATE = null,Chrome 72.0.3626.119,,2019-03-01 15:50:03,2019-03-01 15:50:03,0.001s,PASSED
UDATE = null,Chrome 72.0.3626.119,,2019-03-01 15:50:03,2019-03-01 15:50:03,0.003s,PASSED
br = null,Chrome 72.0.3626.119,,2019-03-01 15:50:03,2019-03-01 15:50:03,0.000s,PASSED
try,Chrome 72.0.3626.119,,2019-03-01 15:50:03,2019-03-01 15:50:03,0.028s,PASSED
