Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Company1-3,Chrome 72.0.3626.109,,2019-02-21 15:22:01,2019-02-21 15:23:32,1m - 30.646s,FAILED
,,,,,,
Test Cases/Company/company1,Chrome 72.0.3626.109,,2019-02-21 15:22:02,2019-02-21 15:22:43,41.406s,FAILED
"openBrowser("""")",Chrome 72.0.3626.109,,2019-02-21 15:22:03,2019-02-21 15:22:09,6.491s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.109,,2019-02-21 15:22:09,2019-02-21 15:22:11,1.579s,PASSED
"setText(findTestObject(""Object Repository/Company/company1/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.109,,2019-02-21 15:22:11,2019-02-21 15:22:12,0.573s,PASSED
waitForAlert(2),Chrome 72.0.3626.109,,2019-02-21 15:22:12,2019-02-21 15:22:14,2.183s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Company/company1/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.109,,2019-02-21 15:22:14,2019-02-21 15:22:14,0.288s,PASSED
waitForAlert(2),Chrome 72.0.3626.109,,2019-02-21 15:22:14,2019-02-21 15:22:16,2.028s,PASSED
"click(findTestObject(""Object Repository/Company/company1/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.109,,2019-02-21 15:22:16,2019-02-21 15:22:16,0.162s,PASSED
waitForAlert(2),Chrome 72.0.3626.109,,2019-02-21 15:22:16,2019-02-21 15:22:19,2.527s,PASSED
"click(findTestObject(""Object Repository/Company/company1/Page_ODTS System/span_Cng Ty""))",Chrome 72.0.3626.109,,2019-02-21 15:22:19,2019-02-21 15:22:20,0.855s,PASSED
waitForAlert(2),Chrome 72.0.3626.109,,2019-02-21 15:22:20,2019-02-21 15:22:22,2.132s,PASSED
"click(findTestObject(""Object Repository/Company/company1/Page_ODTS System/button_To Cng Ty""))",Chrome 72.0.3626.109,,2019-02-21 15:22:22,2019-02-21 15:22:22,0.198s,PASSED
waitForAlert(2),Chrome 72.0.3626.109,,2019-02-21 15:22:22,2019-02-21 15:22:24,2.025s,PASSED
"setText(findTestObject(""Object Repository/Company/company1/Page_ODTS System/input_Tn Cng Ty_comNameCreate""), ""anhtest"")",Chrome 72.0.3626.109,,2019-02-21 15:22:24,2019-02-21 15:22:24,0.234s,PASSED
waitForAlert(2),Chrome 72.0.3626.109,,2019-02-21 15:22:24,2019-02-21 15:22:26,2.031s,PASSED
"setText(findTestObject(""Object Repository/Company/company1/Page_ODTS System/input_M T_comDescriptionCreate""), ""hihi"")",Chrome 72.0.3626.109,,2019-02-21 15:22:26,2019-02-21 15:22:26,0.193s,PASSED
waitForAlert(2),Chrome 72.0.3626.109,,2019-02-21 15:22:26,2019-02-21 15:22:28,2.038s,PASSED
