Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TypeOfService01-02-03-04,Chrome 72.0.3626.121,,2019-03-25 09:53:51,2019-03-25 09:54:42,50.815s,PASSED
,,,,,,
Test Cases/TypeOfService/Type of service-01,Chrome 72.0.3626.121,,2019-03-25 09:53:52,2019-03-25 09:54:08,15.914s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-25 09:53:52,2019-03-25 09:53:56,4.136s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.121,,2019-03-25 09:53:56,2019-03-25 09:53:58,1.286s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.121,,2019-03-25 09:53:58,2019-03-25 09:53:58,0.323s,PASSED
"setEncryptedText(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.121,,2019-03-25 09:53:58,2019-03-25 09:53:58,0.269s,PASSED
"click(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.121,,2019-03-25 09:53:58,2019-03-25 09:53:58,0.125s,PASSED
"click(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/a_Loi Dch V""))",Chrome 72.0.3626.121,,2019-03-25 09:53:58,2019-03-25 09:54:00,1.439s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:54:00,2019-03-25 09:54:01,1.128s,PASSED
"click(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/button_To Loi Dch V""))",Chrome 72.0.3626.121,,2019-03-25 09:54:01,2019-03-25 09:54:01,0.168s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:54:01,2019-03-25 09:54:02,1.019s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/input_Tn Dch V_stsNameCreate""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 09:54:02,2019-03-25 09:54:02,0.179s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:54:02,2019-03-25 09:54:03,1.025s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/input_M T_sisDescriptionCreate""), ""hihi"")",Chrome 72.0.3626.121,,2019-03-25 09:54:03,2019-03-25 09:54:03,0.143s,PASSED
CDATE = SimpleDateFormat(dd/MM/yyyy).format(getInstance().getTime()),Chrome 72.0.3626.121,,2019-03-25 09:54:03,2019-03-25 09:54:03,0.045s,PASSED
writer = null,Chrome 72.0.3626.121,,2019-03-25 09:54:03,2019-03-25 09:54:03,0.004s,PASSED
writer2 = null,Chrome 72.0.3626.121,,2019-03-25 09:54:03,2019-03-25 09:54:03,0.005s,PASSED
try,Chrome 72.0.3626.121,,2019-03-25 09:54:03,2019-03-25 09:54:03,0.057s,PASSED
Finally,Chrome 72.0.3626.121,,2019-03-25 09:54:03,2019-03-25 09:54:04,0.032s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:54:04,2019-03-25 09:54:05,1.033s,PASSED
"click(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/button_To Mi""))",Chrome 72.0.3626.121,,2019-03-25 09:54:05,2019-03-25 09:54:05,0.118s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:54:05,2019-03-25 09:54:06,1.028s,PASSED
"click(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/button_OK""))",Chrome 72.0.3626.121,,2019-03-25 09:54:06,2019-03-25 09:54:06,0.143s,PASSED
"click(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/fieldSearch""))",Chrome 72.0.3626.121,,2019-03-25 09:54:06,2019-03-25 09:54:06,0.654s,PASSED
"setText(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/input""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 09:54:06,2019-03-25 09:54:07,0.245s,PASSED
"verifyElementText(findTestObject(""TypeOfService/Type of service-01/Page_ODTS System/td_anhtest""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 09:54:07,2019-03-25 09:54:07,0.081s,PASSED
