Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TypeOfService01-02-03-04,Chrome 72.0.3626.119,,2019-02-25 11:51:59,2019-02-25 11:52:59,59.501s,PASSED
,,,,,,
Test Cases/TypeOfService/typeOfService01,Chrome 72.0.3626.119,,2019-02-25 11:51:59,2019-02-25 11:52:19,19.861s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-25 11:52:00,2019-02-25 11:52:05,5.014s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-02-25 11:52:05,2019-02-25 11:52:07,1.606s,PASSED
"setText(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-02-25 11:52:07,2019-02-25 11:52:07,0.411s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-02-25 11:52:07,2019-02-25 11:52:08,0.412s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-02-25 11:52:08,2019-02-25 11:52:08,0.290s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/a_Loi Dch V""))",Chrome 72.0.3626.119,,2019-02-25 11:52:08,2019-02-25 11:52:10,2.633s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:52:10,2019-02-25 11:52:12,1.328s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/button_To Loi Dch V""))",Chrome 72.0.3626.119,,2019-02-25 11:52:12,2019-02-25 11:52:12,0.252s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:52:12,2019-02-25 11:52:13,1.082s,PASSED
"setText(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/input_Tn Dch V_stsNameCreate""), ""anhtest"")",Chrome 72.0.3626.119,,2019-02-25 11:52:13,2019-02-25 11:52:13,0.251s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:52:13,2019-02-25 11:52:14,1.042s,PASSED
"setText(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/input_M T_sisDescriptionCreate""), ""hihi"")",Chrome 72.0.3626.119,,2019-02-25 11:52:14,2019-02-25 11:52:15,0.262s,PASSED
CDATE = SimpleDateFormat(dd/MM/yyyy).format(getInstance().getTime()),Chrome 72.0.3626.119,,2019-02-25 11:52:15,2019-02-25 11:52:15,0.045s,PASSED
writer = null,Chrome 72.0.3626.119,,2019-02-25 11:52:15,2019-02-25 11:52:15,0.002s,PASSED
writer2 = null,Chrome 72.0.3626.119,,2019-02-25 11:52:15,2019-02-25 11:52:15,0.001s,PASSED
try,Chrome 72.0.3626.119,,2019-02-25 11:52:15,2019-02-25 11:52:15,0.087s,PASSED
Finally,Chrome 72.0.3626.119,,2019-02-25 11:52:15,2019-02-25 11:52:15,0.037s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:52:15,2019-02-25 11:52:16,1.163s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/button_To Mi""))",Chrome 72.0.3626.119,,2019-02-25 11:52:16,2019-02-25 11:52:16,0.116s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:52:16,2019-02-25 11:52:17,1.021s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/button_OK""))",Chrome 72.0.3626.119,,2019-02-25 11:52:17,2019-02-25 11:52:17,0.136s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/fieldSearch""))",Chrome 72.0.3626.119,,2019-02-25 11:52:17,2019-02-25 11:52:18,0.636s,PASSED
"setText(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/input""), ""anhtest"")",Chrome 72.0.3626.119,,2019-02-25 11:52:18,2019-02-25 11:52:18,0.257s,PASSED
"verifyElementText(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/td_anhtest""), ""anhtest"")",Chrome 72.0.3626.119,,2019-02-25 11:52:18,2019-02-25 11:52:18,0.088s,PASSED
"verifyElementText(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/td_hihi""), ""hihi"")",Chrome 72.0.3626.119,,2019-02-25 11:52:18,2019-02-25 11:52:18,0.149s,PASSED
"verifyElementText(findTestObject(""Object Repository/TypeOfService/TypeOfService01/Page_ODTS System/td_25022019""), CDATE)",Chrome 72.0.3626.119,,2019-02-25 11:52:18,2019-02-25 11:52:19,0.126s,PASSED
closeBrowser(),Chrome 72.0.3626.119,,2019-02-25 11:52:19,2019-02-25 11:52:19,0.800s,PASSED
,,,,,,
Test Cases/TypeOfService/typeOfService02,Chrome 72.0.3626.119,,2019-02-25 11:52:19,2019-02-25 11:52:31,11.202s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-25 11:52:20,2019-02-25 11:52:23,2.691s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-02-25 11:52:23,2019-02-25 11:52:24,1.457s,PASSED
"setText(findTestObject(""Object Repository/TypeOfService/TypeOfService02/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-02-25 11:52:24,2019-02-25 11:52:25,0.543s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TypeOfService/TypeOfService02/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-02-25 11:52:25,2019-02-25 11:52:25,0.213s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService02/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-02-25 11:52:25,2019-02-25 11:52:25,0.165s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService02/Page_ODTS System/a_Loi Dch V""))",Chrome 72.0.3626.119,,2019-02-25 11:52:25,2019-02-25 11:52:27,2.490s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService02/Page_ODTS System/fieldSearch""))",Chrome 72.0.3626.119,,2019-02-25 11:52:27,2019-02-25 11:52:28,0.290s,PASSED
"setText(findTestObject(""Object Repository/TypeOfService/TypeOfService02/Page_ODTS System/input""), ""anhtest"")",Chrome 72.0.3626.119,,2019-02-25 11:52:28,2019-02-25 11:52:28,0.292s,PASSED
"click(findTestObject(""Object Repository/TypeOfService/TypeOfService02/Page_ODTS System/button_Xem Dch V_btn btn-info""))",Chrome 72.0.3626.119,,2019-02-25 11:52:28,2019-02-25 11:52:28,0.129s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:52:28,2019-02-25 11:52:29,1.014s,PASSED
"verifyElementText(findTestObject(""Object Repository/TypeOfService/TypeOfService02/Page_ODTS System/p_anhtest""), ""anhtest"")",Chrome 72.0.3626.119,,2019-02-25 11:52:29,2019-02-25 11:52:29,0.099s,PASSED
