Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ITSupporter01-02-03-04,Chrome 72.0.3626.119,,2019-03-01 15:44:19,2019-03-01 15:46:47,2m - 27.874s,FAILED
,,,,,,
Test Cases/ITSupporter/ITSupporter-01,Chrome 72.0.3626.119,,2019-03-01 15:44:20,2019-03-01 15:45:05,44.767s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-01 15:44:21,2019-03-01 15:44:29,7.501s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-03-01 15:44:29,2019-03-01 15:44:31,2.261s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-03-01 15:44:31,2019-03-01 15:44:32,1.212s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 15:44:32,2019-03-01 15:44:33,0.788s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-03-01 15:44:33,2019-03-01 15:44:36,2.608s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/a_Nhn Vin K Thut""))",Chrome 72.0.3626.119,,2019-03-01 15:44:36,2019-03-01 15:44:42,6.245s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:44:42,2019-03-01 15:44:43,1.101s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_To Nhn Vin""))",Chrome 72.0.3626.119,,2019-03-01 15:44:43,2019-03-01 15:44:44,0.636s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:44:44,2019-03-01 15:44:45,1.022s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Tn ng Nhp_userNameC""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-01 15:44:45,2019-03-01 15:44:46,1.676s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:44:46,2019-03-01 15:44:47,1.075s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Mt Khu_passC""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-01 15:44:47,2019-03-01 15:44:48,0.622s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:44:48,2019-03-01 15:44:49,1.095s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_H V Tn_nameC""), ""nva"")",Chrome 72.0.3626.119,,2019-03-01 15:44:49,2019-03-01 15:44:49,0.311s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:44:49,2019-03-01 15:44:50,1.067s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_S in Thoi_phoneC""), ""1234567890"")",Chrome 72.0.3626.119,,2019-03-01 15:44:50,2019-03-01 15:44:51,0.620s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:44:51,2019-03-01 15:44:52,1.054s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Email_emailC""), ""anh.nguyen@wisky.vn"")",Chrome 72.0.3626.119,,2019-03-01 15:44:52,2019-03-01 15:44:53,0.859s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:44:53,2019-03-01 15:44:54,1.090s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_a Ch Thng Tr_addressC""), ""Q12"")",Chrome 72.0.3626.119,,2019-03-01 15:44:54,2019-03-01 15:44:54,0.359s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:44:54,2019-03-01 15:44:56,1.092s,PASSED
CDATE = SimpleDateFormat(HH:mm dd/MM/yyyy).format(getInstance().getTime()),Chrome 72.0.3626.119,,2019-03-01 15:44:56,2019-03-01 15:44:56,0.078s,PASSED
writer = null,Chrome 72.0.3626.119,,2019-03-01 15:44:56,2019-03-01 15:44:56,0.003s,PASSED
writer2 = null,Chrome 72.0.3626.119,,2019-03-01 15:44:56,2019-03-01 15:44:56,0.011s,PASSED
try,Chrome 72.0.3626.119,,2019-03-01 15:44:56,2019-03-01 15:44:56,0.087s,PASSED
Finally,Chrome 72.0.3626.119,,2019-03-01 15:44:56,2019-03-01 15:44:56,0.225s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_To Mi""))",Chrome 72.0.3626.119,,2019-03-01 15:44:56,2019-03-01 15:44:57,0.659s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-01 15:44:57,2019-03-01 15:44:58,1.250s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_OK""))",Chrome 72.0.3626.119,,2019-03-01 15:44:58,2019-03-01 15:44:58,0.296s,PASSED
