Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Company10-11-12-13,Chrome 72.0.3626.121,,2019-03-25 08:53:26,2019-03-25 08:55:01,1m - 35.220s,FAILED
,,,,,,
Test Cases/Company/Company-10,Chrome 72.0.3626.121,,2019-03-25 08:53:26,2019-03-25 08:54:04,38.057s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-25 08:53:28,2019-03-25 08:53:38,10.286s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.121,,2019-03-25 08:53:38,2019-03-25 08:53:39,0.911s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.121,,2019-03-25 08:53:39,2019-03-25 08:53:40,0.415s,PASSED
"setEncryptedText(findTestObject(""Company/Company-10/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.121,,2019-03-25 08:53:40,2019-03-25 08:53:40,0.323s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.121,,2019-03-25 08:53:40,2019-03-25 08:53:40,0.187s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/a_Cng Ty""))",Chrome 72.0.3626.121,,2019-03-25 08:53:40,2019-03-25 08:53:42,1.965s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/a_Xem Chi Nhnh""))",Chrome 72.0.3626.121,,2019-03-25 08:53:42,2019-03-25 08:53:43,0.559s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/a_Xem Thit b""))",Chrome 72.0.3626.121,,2019-03-25 08:53:43,2019-03-25 08:53:44,0.996s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/font_To Thit B""))",Chrome 72.0.3626.121,,2019-03-25 08:53:44,2019-03-25 08:53:44,0.270s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:44,2019-03-25 08:53:45,1.098s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/span_--Chn loi thit b--""))",Chrome 72.0.3626.121,,2019-03-25 08:53:45,2019-03-25 08:53:45,0.130s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:45,2019-03-25 08:53:46,1.022s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input_ng_select2-search__field""), ""Camera"")",Chrome 72.0.3626.121,,2019-03-25 08:53:46,2019-03-25 08:53:46,0.223s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:46,2019-03-25 08:53:47,1.036s,PASSED
"sendKeys(findTestObject(""Company/Company-10/Page_ODTS System/input_ng_select2-search__field""), Keys.chord(ENTER))",Chrome 72.0.3626.121,,2019-03-25 08:53:47,2019-03-25 08:53:47,0.096s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:47,2019-03-25 08:53:48,1.017s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input_Tn Thit B_dvNameC""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 08:53:48,2019-03-25 08:53:49,0.175s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:49,2019-03-25 08:53:50,1.030s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input_Code_dvCodeC""), ""hihi"")",Chrome 72.0.3626.121,,2019-03-25 08:53:50,2019-03-25 08:53:50,0.172s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:50,2019-03-25 08:53:51,1.053s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/input_Ngy Bo Hnh_dvGDateC""))",Chrome 72.0.3626.121,,2019-03-25 08:53:51,2019-03-25 08:53:51,0.123s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/chonNgayBaoHanh""))",Chrome 72.0.3626.121,,2019-03-25 08:53:51,2019-03-25 08:53:51,0.145s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/chonNgayBaoHanh2""))",Chrome 72.0.3626.121,,2019-03-25 08:53:51,2019-03-25 08:53:51,0.163s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/td_1""))",Chrome 72.0.3626.121,,2019-03-25 08:53:51,2019-03-25 08:53:51,0.157s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:51,2019-03-25 08:53:53,1.018s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/input_Hn Bo Hnh_dvGEndDateC""))",Chrome 72.0.3626.121,,2019-03-25 08:53:53,2019-03-25 08:53:53,0.191s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/chonNgayBaoHanh""))",Chrome 72.0.3626.121,,2019-03-25 08:53:53,2019-03-25 08:53:53,0.209s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/chonHanBaoHanh""))",Chrome 72.0.3626.121,,2019-03-25 08:53:53,2019-03-25 08:53:53,0.195s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/td_1""))",Chrome 72.0.3626.121,,2019-03-25 08:53:53,2019-03-25 08:53:53,0.207s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input_Ip_dvIpC""), ""192.168.1.1"")",Chrome 72.0.3626.121,,2019-03-25 08:53:53,2019-03-25 08:53:54,0.251s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:54,2019-03-25 08:53:55,1.016s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input_Port_dvPortC""), ""443"")",Chrome 72.0.3626.121,,2019-03-25 08:53:55,2019-03-25 08:53:55,0.164s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:55,2019-03-25 08:53:56,1.019s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input_Device Account_dvAccC""), ""anh"")",Chrome 72.0.3626.121,,2019-03-25 08:53:56,2019-03-25 08:53:56,0.196s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:56,2019-03-25 08:53:57,1.022s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input_Device Password_dvPassC""), ""123"")",Chrome 72.0.3626.121,,2019-03-25 08:53:57,2019-03-25 08:53:57,0.315s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:57,2019-03-25 08:53:58,1.023s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/input_Ngy Lp_dvSettingDateC""))",Chrome 72.0.3626.121,,2019-03-25 08:53:58,2019-03-25 08:53:58,0.121s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/chonNgayBaoHanh""))",Chrome 72.0.3626.121,,2019-03-25 08:53:58,2019-03-25 08:53:59,0.107s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/chonNgayBaoHanh2""))",Chrome 72.0.3626.121,,2019-03-25 08:53:59,2019-03-25 08:53:59,0.120s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/td_20""))",Chrome 72.0.3626.121,,2019-03-25 08:53:59,2019-03-25 08:53:59,0.180s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:53:59,2019-03-25 08:54:00,1.018s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input_Thng Tin_dvOtherC""), ""testdevice"")",Chrome 72.0.3626.121,,2019-03-25 08:54:00,2019-03-25 08:54:00,0.187s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:54:00,2019-03-25 08:54:01,1.018s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/button_To Mi""))",Chrome 72.0.3626.121,,2019-03-25 08:54:01,2019-03-25 08:54:01,0.135s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/button_OK""))",Chrome 72.0.3626.121,,2019-03-25 08:54:01,2019-03-25 08:54:02,0.701s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:54:02,2019-03-25 08:54:03,1.018s,PASSED
"click(findTestObject(""Company/Company-10/Page_ODTS System/fieldSearch""))",Chrome 72.0.3626.121,,2019-03-25 08:54:03,2019-03-25 08:54:03,0.101s,PASSED
"setText(findTestObject(""Company/Company-10/Page_ODTS System/input""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 08:54:03,2019-03-25 08:54:03,0.182s,PASSED
"verifyElementText(findTestObject(""Company/Company-10/Page_ODTS System/td_anhtest""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 08:54:03,2019-03-25 08:54:03,0.124s,PASSED
"verifyElementText(findTestObject(""Company/Company-10/Page_ODTS System/td_hihi""), ""hihi"")",Chrome 72.0.3626.121,,2019-03-25 08:54:03,2019-03-25 08:54:03,0.125s,PASSED
"verifyElementText(findTestObject(""Company/Company-10/Page_ODTS System/td_01022019""), ""01/02/2019"")",Chrome 72.0.3626.121,,2019-03-25 08:54:03,2019-03-25 08:54:04,0.102s,PASSED
"verifyElementText(findTestObject(""Company/Company-10/Page_ODTS System/td_01042019""), ""05/04/2019"")",Chrome 72.0.3626.121,,2019-03-25 08:54:04,2019-03-25 08:54:04,0.067s,PASSED
"verifyElementText(findTestObject(""Company/Company-10/Page_ODTS System/td_20022019""), ""20/02/2019"")",Chrome 72.0.3626.121,,2019-03-25 08:54:04,2019-03-25 08:54:04,0.057s,PASSED
closeBrowser(),Chrome 72.0.3626.121,,2019-03-25 08:54:04,2019-03-25 08:54:04,0.784s,PASSED
,,,,,,
Test Cases/Company/Company-11,Chrome 72.0.3626.121,,2019-03-25 08:54:04,2019-03-25 08:54:19,14.776s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-25 08:54:05,2019-03-25 08:54:07,2.530s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.121,,2019-03-25 08:54:07,2019-03-25 08:54:09,1.718s,PASSED
"setText(findTestObject(""Company/Company-11/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.121,,2019-03-25 08:54:09,2019-03-25 08:54:09,0.148s,PASSED
"setEncryptedText(findTestObject(""Company/Company-11/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.121,,2019-03-25 08:54:09,2019-03-25 08:54:09,0.122s,PASSED
"click(findTestObject(""Company/Company-11/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.121,,2019-03-25 08:54:09,2019-03-25 08:54:10,0.102s,PASSED
"click(findTestObject(""Company/Company-11/Page_ODTS System/a_Cng Ty""))",Chrome 72.0.3626.121,,2019-03-25 08:54:10,2019-03-25 08:54:12,2.647s,PASSED
"click(findTestObject(""Company/Company-11/Page_ODTS System/a_Xem Chi Nhnh""))",Chrome 72.0.3626.121,,2019-03-25 08:54:12,2019-03-25 08:54:13,0.969s,PASSED
"click(findTestObject(""Company/Company-11/Page_ODTS System/a_Xem Thit b""))",Chrome 72.0.3626.121,,2019-03-25 08:54:13,2019-03-25 08:54:14,0.966s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:54:14,2019-03-25 08:54:15,1.064s,PASSED
"click(findTestObject(""Company/Company-11/Page_ODTS System/fieldSearch""))",Chrome 72.0.3626.121,,2019-03-25 08:54:15,2019-03-25 08:54:15,0.104s,PASSED
"setText(findTestObject(""Company/Company-11/Page_ODTS System/input""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 08:54:15,2019-03-25 08:54:15,0.199s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:54:15,2019-03-25 08:54:16,1.017s,PASSED
"click(findTestObject(""Company/Company-11/Page_ODTS System/button_hihi_btn btn-info fa fa""))",Chrome 72.0.3626.121,,2019-03-25 08:54:16,2019-03-25 08:54:17,0.147s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 08:54:17,2019-03-25 08:54:18,1.018s,PASSED
"verifyElementText(findTestObject(""Company/Company-11/Page_ODTS System/p_anhtest""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 08:54:18,2019-03-25 08:54:18,0.083s,PASSED
"verifyElementText(findTestObject(""Company/Company-11/Page_ODTS System/p_Wifi""), ""Camera"")",Chrome 72.0.3626.121,,2019-03-25 08:54:18,2019-03-25 08:54:18,0.082s,PASSED
"verifyElementText(findTestObject(""Company/Company-11/Page_ODTS System/p_hihi""), ""hihi"")",Chrome 72.0.3626.121,,2019-03-25 08:54:18,2019-03-25 08:54:18,0.072s,PASSED
"verifyElementText(findTestObject(""Company/Company-11/Page_ODTS System/p_01022019""), ""01/02/2019"")",Chrome 72.0.3626.121,,2019-03-25 08:54:18,2019-03-25 08:54:18,0.057s,PASSED
"verifyElementText(findTestObject(""Company/Company-11/Page_ODTS System/p_05042019""), ""05/04/2019"")",Chrome 72.0.3626.121,,2019-03-25 08:54:18,2019-03-25 08:54:18,0.067s,PASSED
"verifyElementText(findTestObject(""Company/Company-11/Page_ODTS System/p_192.168.1.1""), ""192.168.1.1"")",Chrome 72.0.3626.121,,2019-03-25 08:54:18,2019-03-25 08:54:18,0.082s,PASSED
"verifyElementText(findTestObject(""Company/Company-11/Page_ODTS System/p_443""), ""443"")",Chrome 72.0.3626.121,,2019-03-25 08:54:18,2019-03-25 08:54:18,0.075s,PASSED
"verifyElementText(findTestObject(""Company/Company-11/Page_ODTS System/p_anh""), ""anh"")",Chrome 72.0.3626.121,,2019-03-25 08:54:18,2019-03-25 08:54:18,0.062s,PASSED
"verifyElementText(findTestObject(""Company/Company-11/Page_ODTS System/p_123""), ""123"")",Chrome 72.0.3626.121,,2019-03-25 08:54:18,2019-03-25 08:54:18,0.065s,PASSED
