Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TypeOfDevice01-02-03-04,Chrome 72.0.3626.119,,2019-02-25 11:10:30,2019-02-25 11:11:51,1m - 20.568s,PASSED
,,,,,,
Test Cases/TypeOfDevice/typeOfDevice01,Chrome 72.0.3626.119,,2019-02-25 11:10:31,2019-02-25 11:10:52,21.203s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-25 11:10:31,2019-02-25 11:10:36,4.762s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-02-25 11:10:36,2019-02-25 11:10:38,1.812s,PASSED
"setText(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-02-25 11:10:38,2019-02-25 11:10:38,0.288s,PASSED
"setEncryptedText(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-02-25 11:10:38,2019-02-25 11:10:38,0.421s,PASSED
"click(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-02-25 11:10:38,2019-02-25 11:10:40,1.358s,PASSED
"click(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/a_Loi Thit B""))",Chrome 72.0.3626.119,,2019-02-25 11:10:40,2019-02-25 11:10:41,1.270s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:10:41,2019-02-25 11:10:42,1.062s,PASSED
"click(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/font_To Loi Thit B""))",Chrome 72.0.3626.119,,2019-02-25 11:10:42,2019-02-25 11:10:42,0.225s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:10:42,2019-02-25 11:10:43,1.023s,PASSED
"setText(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/input_Tn Loi Thit B_dtNameCrea""), ""anhtest"")",Chrome 72.0.3626.119,,2019-02-25 11:10:43,2019-02-25 11:10:44,0.270s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:10:44,2019-02-25 11:10:45,1.044s,PASSED
"click(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/span_--Chn Loi Dch V--""))",Chrome 72.0.3626.119,,2019-02-25 11:10:45,2019-02-25 11:10:45,0.250s,PASSED
"setText(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/input_ng_select2-search__field""), ""CAMERA"")",Chrome 72.0.3626.119,,2019-02-25 11:10:45,2019-02-25 11:10:45,0.322s,PASSED
"sendKeys(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/input_ng_select2-search__field""), Keys.chord(ENTER))",Chrome 72.0.3626.119,,2019-02-25 11:10:45,2019-02-25 11:10:45,0.193s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-02-25 11:10:45,2019-02-25 11:10:46,1.019s,PASSED
"setText(findTestObject(""TypeOfDevice/TypeOfDevice01/Page_ODTS System/input_M T Loi Thit B_dtDescrip""), ""hihi"")",Chrome 72.0.3626.119,,2019-02-25 11:10:46,2019-02-25 11:10:47,0.224s,PASSED
