Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TypeOfDevice01-02-03-04,Chrome 72.0.3626.121,,2019-03-25 09:49:20,2019-03-25 09:50:37,1m - 16.425s,FAILED
,,,,,,
Test Cases/TypeOfDevice/Type of device-01,Chrome 72.0.3626.121,,2019-03-25 09:49:21,2019-03-25 09:49:47,25.826s,FAILED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-25 09:49:21,2019-03-25 09:49:25,4.162s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.121,,2019-03-25 09:49:25,2019-03-25 09:49:33,7.492s,PASSED
"setText(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.121,,2019-03-25 09:49:33,2019-03-25 09:49:33,0.344s,PASSED
"setEncryptedText(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.121,,2019-03-25 09:49:33,2019-03-25 09:49:34,0.266s,PASSED
"click(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.121,,2019-03-25 09:49:34,2019-03-25 09:49:34,0.154s,PASSED
"click(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/a_Loi Thit B""))",Chrome 72.0.3626.121,,2019-03-25 09:49:34,2019-03-25 09:49:36,2.616s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:49:36,2019-03-25 09:49:38,1.147s,PASSED
"click(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/font_To Loi Thit B""))",Chrome 72.0.3626.121,,2019-03-25 09:49:38,2019-03-25 09:49:38,0.163s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:49:38,2019-03-25 09:49:39,1.027s,PASSED
"setText(findTestObject(""TypeOfDevice/Type of device-01/Page_ODTS System/input_Tn Loi Thit B_dtNameCrea""), ""anhtest"")",Chrome 72.0.3626.121,,2019-03-25 09:49:39,2019-03-25 09:49:39,0.209s,PASSED
waitForAlert(1),Chrome 72.0.3626.121,,2019-03-25 09:49:39,2019-03-25 09:49:40,1.039s,PASSED
