Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Company01-03-04-05,,,2019-03-30 11:52:41,2019-03-30 11:52:47,6.336s,FAILED
,,,,,,
Test Cases/Company/Company-01,,,2019-03-30 11:52:41,2019-03-30 11:52:44,3.306s,FAILED
"openBrowser("""")",,,2019-03-30 11:52:41,2019-03-30 11:52:42,0.681s,FAILED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",,,2019-03-30 11:52:42,2019-03-30 11:52:42,0.076s,FAILED
"setText(findTestObject(""Company/Company-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",,,2019-03-30 11:52:42,2019-03-30 11:52:42,0.160s,FAILED
waitForAlert(2),,,2019-03-30 11:52:42,2019-03-30 11:52:43,0.134s,FAILED
"setEncryptedText(findTestObject(""Company/Company-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",,,2019-03-30 11:52:43,2019-03-30 11:52:43,0.606s,FAILED
waitForAlert(2),,,2019-03-30 11:52:43,2019-03-30 11:52:43,0.011s,FAILED
"click(findTestObject(""Company/Company-01/Page_ODTS System/button_ng Nhp""))",,,2019-03-30 11:52:43,2019-03-30 11:52:43,0.083s,FAILED
waitForAlert(2),,,2019-03-30 11:52:43,2019-03-30 11:52:43,0.010s,FAILED
"click(findTestObject(""Company/Company-01/Page_ODTS System/span_Cng Ty""))",,,2019-03-30 11:52:43,2019-03-30 11:52:43,0.044s,FAILED
waitForAlert(2),,,2019-03-30 11:52:43,2019-03-30 11:52:43,0.066s,FAILED
"click(findTestObject(""Company/Company-01/Page_ODTS System/button_To Cng Ty""))",,,2019-03-30 11:52:43,2019-03-30 11:52:43,0.027s,FAILED
waitForAlert(2),,,2019-03-30 11:52:43,2019-03-30 11:52:43,0.015s,FAILED
"setText(findTestObject(""Company/Company-01/Page_ODTS System/input_Tn Cng Ty_comNameCreate""), ""anhtest"")",,,2019-03-30 11:52:43,2019-03-30 11:52:44,0.122s,FAILED
waitForAlert(2),,,2019-03-30 11:52:44,2019-03-30 11:52:44,0.014s,FAILED
"setText(findTestObject(""Company/Company-01/Page_ODTS System/input_M T_comDescriptionCreate""), ""hihi"")",,,2019-03-30 11:52:44,2019-03-30 11:52:44,0.055s,FAILED
waitForAlert(2),,,2019-03-30 11:52:44,2019-03-30 11:52:44,0.036s,FAILED
"setText(findTestObject(""Company/Company-01/Page_ODTS System/input_im Bnh Chn()_comPercentF""), ""50"")",,,2019-03-30 11:52:44,2019-03-30 11:52:44,0.028s,FAILED
waitForAlert(2),,,2019-03-30 11:52:44,2019-03-30 11:52:44,0.021s,FAILED
"setText(findTestObject(""Company/Company-01/Page_ODTS System/input_Kinh Nghim()_comPercentF""), ""12"")",,,2019-03-30 11:52:44,2019-03-30 11:52:44,0.026s,FAILED
