Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ITSupporter01-02-03-04,Chrome 72.0.3626.119,,2019-03-02 12:12:44,2019-03-02 12:14:15,1m - 31.569s,PASSED
,,,,,,
Test Cases/ITSupporter/ITSupporter-01,Chrome 72.0.3626.119,,2019-03-02 12:12:44,2019-03-02 12:13:11,26.656s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-02 12:12:45,2019-03-02 12:12:50,4.525s,PASSED
"navigateToUrl(""http://helpdesk.wisky.vn/"")",Chrome 72.0.3626.119,,2019-03-02 12:12:50,2019-03-02 12:12:51,1.662s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_username""), ""admin01"")",Chrome 72.0.3626.119,,2019-03-02 12:12:51,2019-03-02 12:12:52,0.311s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_ODTS_password""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-02 12:12:52,2019-03-02 12:12:52,0.471s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_ng Nhp""))",Chrome 72.0.3626.119,,2019-03-02 12:12:52,2019-03-02 12:12:52,0.151s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/a_Nhn Vin K Thut""))",Chrome 72.0.3626.119,,2019-03-02 12:12:52,2019-03-02 12:12:54,1.931s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-02 12:12:54,2019-03-02 12:12:56,1.283s,PASSED
"click(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/button_To Nhn Vin""))",Chrome 72.0.3626.119,,2019-03-02 12:12:56,2019-03-02 12:12:56,0.257s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-02 12:12:56,2019-03-02 12:12:57,1.049s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Tn ng Nhp_userNameC""), ""anhtest"")",Chrome 72.0.3626.119,,2019-03-02 12:12:57,2019-03-02 12:12:57,0.252s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-02 12:12:57,2019-03-02 12:12:58,1.015s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_Mt Khu_passC""), ""aeHFOx8jV/A="")",Chrome 72.0.3626.119,,2019-03-02 12:12:58,2019-03-02 12:12:58,0.226s,PASSED
waitForAlert(1),Chrome 72.0.3626.119,,2019-03-02 12:12:58,2019-03-02 12:12:59,1.123s,PASSED
"setText(findTestObject(""Object Repository/ITSupporter/ITSupporter-01/Page_ODTS System/input_H V Tn_nameC""), ""nva"")",Chrome 72.0.3626.119,,2019-03-02 12:12:59,2019-03-02 12:13:00,0.342s,PASSED
